0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
9/15/2028,​,​,​,​,27.36%,​,​,​,​,​,10.35%,​,​,​,​,​,0.00%,​,​,​,​,​,0.00%,​,​,​,​,​,0.00%,​,​,​,​,​,0.00%,​,​,​,​,​,0.00%,​,​
10/15/2028,​,​,​,​,23.40%,​,​,​,​,​,7.04%,​,​,​,​,​,0.00%,​,​,​,​,​,0.00%,​,​,​,​,​,0.00%,​,​,​,​,​,0.00%,​,​,​,​,​,0.00%,​,​
11/15/2028,​,​,​,​,19.41%,​,​,​,​,​,3.76%,​,​,​,​,​,0.00%,​,​,​,​,​,0.00%,​,​,​,​,​,0.00%,​,​,​,​,​,0.00%,​,​,​,​,​,0.00%,​,​
12/15/2028,​,​,​,​,15.39%,​,​,​,​,​,0.49%,​,​,​,​,​,0.00%,​,​,​,​,​,0.00%,​,​,​,​,​,0.00%,​,​,​,​,​,0.00%,​,​,​,​,​,0.00%,​,​
1/15/2029,​,​,​,​,11.34%,​,​,​,​,​,0.00%,​,​,​,​,​,0.00%,​,​,​,​,​,0.00%,​,​,​,​,​,0.00%,​,​,​,​,​,0.00%,​,​,​,​,​,0.00%,​,​
2/15/2029,​,​,​,​,7.25%,​,​,​,​,​,0.00%,​,​,​,​,​,0.00%,​,​,​,​,​,0.00%,​,​,​,​,​,0.00%,​,​,​,​,​,0.00%,​,​,​,​,​,0.00%,​,​
3/15/2029,​,​,​,​,3.13%,​,​,​,​,​,0.00%,​,​,​,​,​,0.00%,​,​,​,​,​,0.00%,​,​,​,​,​,0.00%,​,​,​,​,​,0.00%,​,​,​,​,​,0.00%,​,​
4/15/2029,​,​,​,​,0.00%,​,​,​,​,​,0.00%,​,​,​,​,​,0.00%,​,​,​,​,​,0.00%,​,​,​,​,​,0.00%,​,​,​,​,​,0.00%,​,​,​,​,​,0.00%,​,​
Weighted Average Life to Call  (years)﻿(1)(2),​,​,​,​,3.57,​,​,​,​,​,3.17,​,​,​,​,​,2.69,​,​,​,​,​,2.30,​,​,​,​,​,2.03,​,​,​,​,​,1.78,​,​,​,​,​,1.57,​,​
Weighted Average Life to Maturity  (years)﻿(1),​,​,​,​,3.57,​,​,​,​,​,3.17,​,​,​,​,​,2.69,​,​,​,​,​,2.30,​,​,​,​,​,2.03,​,​,​,​,​,1.78,​,​,​,​,​,1.57,​,​
